species,longitude,latitude
Rubus chamaemorus,4541434.598,4631457.716
Rubus chamaemorus,4504390.688,4590611.106
Rubus chamaemorus,4403881.51,4497844.896
Rubus chamaemorus,5154348.812,4070224.0970000005
Rubus chamaemorus,4311486.248,4401005.317
Rubus chamaemorus,4556544.916,4489099.057
Rubus chamaemorus,5255149.471,4302524.123
Rubus chamaemorus,4222146.827,4052775.831
Rubus chamaemorus,4945817.283000001,5077862.981000001
Rubus chamaemorus,4451346.015,4703051.357
Rubus chamaemorus,4436410.414,4388102.149
Rubus chamaemorus,4534276.89,4077295.252
Rubus chamaemorus,4733040.062,4996962.754
Rubus chamaemorus,5250369.414,4611270.817
Rubus chamaemorus,4159970.096,4012977.161
Rubus chamaemorus,4230459.522,4254476.622
Rubus chamaemorus,5247443.764,4076892.897
Rubus chamaemorus,5117590.012,4294654.932
Rubus chamaemorus,4869425.592,5154234.098
Rubus chamaemorus,4829980.053,4725409.81
Rubus chamaemorus,5135657.846,4212489.195
Rubus chamaemorus,5149491.668,5008097.794
Rubus chamaemorus,4361952.503,4597705.197
Rubus chamaemorus,4443945.841,4264109.102
Rubus chamaemorus,5367952.891,4571018.389
Rubus chamaemorus,4725844.022999999,4528553.225
Rubus chamaemorus,4919755.091,4239959.745
Rubus chamaemorus,5206746.765,4118973.819
Rubus chamaemorus,4690159.629,4873436.093
Rubus chamaemorus,4418643.042,4584818.944
Rubus chamaemorus,4299672.63,4251855.256
Rubus chamaemorus,4494675.103,4518420.373
Rubus chamaemorus,4735668.446,5229045.604
Rubus chamaemorus,4475585.765,3658961.73
Rubus chamaemorus,4106557.894,4322457.203
Rubus chamaemorus,4791192.435,5146863.505
Rubus chamaemorus,4751143.92,4550614.848
Rubus chamaemorus,4935174.605,5339605.576
Rubus chamaemorus,4795310.618,5139732.067
Rubus chamaemorus,4429805.257,4370318.395
Rubus chamaemorus,4321625.243,4080281.667
Rubus chamaemorus,4529298.212,4231335.943
Rubus chamaemorus,4651434.388,5046010.086
Rubus chamaemorus,4138450.724,4119482.513
Rubus chamaemorus,4405187.748,4476809.377
Rubus chamaemorus,4924151.838,5006547.888
Rubus chamaemorus,5082881.014,4318066.869
Rubus chamaemorus,4237911.649,4433253.395
Rubus chamaemorus,5232493.349,4606804.496
Rubus chamaemorus,4193334.084,4431574.837
Rubus chamaemorus,4794534.7190000005,4822214.702
Rubus chamaemorus,4873578.15,5322102.79
Rubus chamaemorus,4244958.746,4191136.02
Rubus chamaemorus,5200388.679999999,3998873.769
Rubus chamaemorus,4122584.663,4178241.896
Rubus chamaemorus,4691117.273,4026325.029
Rubus chamaemorus,4782545.406,4585313.671
Rubus chamaemorus,4437116.657,4565763.418
Rubus chamaemorus,5069903.518,4198533.9
Rubus chamaemorus,4865114.942,5066524.396
Rubus chamaemorus,4535077.206,4281883.381
Rubus chamaemorus,4425715.502,4293701.879
Rubus chamaemorus,4898770.081,5143119.736
Rubus chamaemorus,4538163.19,3725786.392
Rubus chamaemorus,4982589.012,5049417.819
Rubus chamaemorus,4324678.744,4083229.547
Rubus chamaemorus,4743805.845,4498212.952
Rubus chamaemorus,4466447.003,4476579.685
Rubus chamaemorus,4873329.161,5052912.51
Rubus chamaemorus,4430896.872,4592461.597
Rubus chamaemorus,4157139.997,4414120.62
Rubus chamaemorus,4378694.81,4479373.537
Rubus chamaemorus,5273976.123,4301484.838
Rubus chamaemorus,5123888.798,4242140.858
Rubus chamaemorus,4511746.164,4219266.474
Rubus chamaemorus,4964050.168,4589516.034
Rubus chamaemorus,4994322.032,4214461.982
Rubus chamaemorus,4498627.518,4302643.179
